placeholder_id,caminho,classificacao_anterior,classificacao_corrigida,tipo,prioridade,placeholder_confirmado,intencionalmente_minimo,funcao_arquitetural,dominio,consumidores,contratos,invariantes,dependencias,contexto_ausente,owner_necessario,requisitos_de_seguranca,requisitos_de_observabilidade,testes_necessarios,criterios_de_aceite,relacao_com_conflito,relacao_com_source_material,recomendacao,confianca,status,aprovado_para_gate_5
7696,platform/integrations/susep/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7732,platform/integrations/swift/.tool-versions,C,C,C,P3,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7734,platform/integrations/swift/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de MUNDO EXTERNO E ADAPTADORES,MUNDO EXTERNO E ADAPTADORES,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7770,platform/kms-hsm/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7772,platform/kms-hsm/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7807,platform/kubernetes/.tool-versions,B,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7809,platform/kubernetes/CODEOWNERS,B,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7856,platform/object-storage/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7893,platform/observability/.tool-versions,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7942,platform/secrets/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
7944,platform/secrets/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
7979,platform/security/appsec/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
7981,platform/security/appsec/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8016,platform/security/cloud/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8018,platform/security/cloud/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8053,platform/security/detection/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8055,platform/security/detection/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8090,platform/security/iam/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8092,platform/security/iam/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8127,platform/security/incident-response/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8164,platform/security/kms-hsm/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8166,platform/security/kms-hsm/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8201,platform/security/mobile/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8203,platform/security/mobile/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8238,platform/security/pam/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8240,platform/security/pam/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8275,platform/security/pki/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8277,platform/security/pki/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8312,platform/security/red-team/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8314,platform/security/red-team/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8349,platform/security/threat-intelligence/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8386,platform/security/vulnerability-management/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SEGURANÇA TRANSVERSAL,SEGURANÇA TRANSVERSAL,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
8423,platform/siem/.tool-versions,C,C,C,P3,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8425,platform/siem/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
8460,platform/terraform/.tool-versions,B,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8462,platform/terraform/CODEOWNERS,B,C,C,P2,SIM,NAO,Componente de PLATAFORMA E INFRAESTRUTURA,PLATAFORMA E INFRAESTRUTURA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8520,platform/tools/comment-gate/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8558,platform/tools/contract-linter/.tool-versions,B,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8596,platform/tools/developer-cli/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8638,platform/tools/local-environment/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8675,platform/tools/migration-validator/.tool-versions,C,C,C,P0,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
8715,platform/tools/release-manifest/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8752,platform/tools/sbom/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8789,platform/tools/schema-validator/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8826,platform/tools/secret-scanner/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8864,platform/tools/test-data/.tool-versions,C,C,C,P3,SIM,NAO,Componente de FERRAMENTAS DE ENGENHARIA,FERRAMENTAS DE ENGENHARIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8901,quality/chaos/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8903,quality/chaos/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8938,quality/contract/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8940,quality/contract/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8975,quality/e2e/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
8977,quality/e2e/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9012,quality/financial-invariants/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9014,quality/financial-invariants/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9066,quality/integration/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9068,quality/integration/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9114,quality/performance/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9116,quality/performance/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9152,quality/regulatory/.tool-versions,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
9154,quality/regulatory/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de QUALIDADE E HOMOLOGAÇÃO,QUALIDADE E HOMOLOGAÇÃO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
